Zona,Rack,Tiempo,Temperatura,Humedad
POD B,1,2024-12-05 09:37:24.377632,32.84999847,19.15722656
POD B,1,2024-12-05 09:38:26.170710,32.84999847,19.31640625
POD B,1,2024-12-05 09:38:57.169498,32.84000015,19.38476563
POD B,1,2024-12-05 09:39:28.103034,32.83000183,19.44140625
POD B,1,2024-12-05 09:39:58.981389,32.81999969,19.53125
POD B,1,2024-12-05 09:40:30.756231,32.79000092,19.61035156
POD B,1,2024-12-05 09:41:00.839796,32.77999878,19.67773438
POD B,1,2024-12-05 09:41:31.790271,32.75999832,19.77929688
POD B,1,2024-12-05 09:42:02.696864,32.74000168,19.8125
POD B,1,2024-12-05 09:42:33.635635,32.75,19.85839844
POD B,1,2024-12-05 09:43:04.581440,32.75,19.90429688
POD B,1,2024-12-05 09:43:35.690814,32.75999832,19.93847656
POD B,1,2024-12-05 09:44:06.464449,32.77000046,19.984375
POD B,1,2024-12-05 09:44:37.414636,32.75999832,20.02929688
POD B,1,2024-12-05 09:45:08.474740,32.74000168,20.0390625
POD B,1,2024-12-05 09:46:10.265100,32.72000122,20.1640625
POD B,1,2024-12-05 09:46:41.350461,32.70000076,20.18554688
POD B,1,2024-12-05 09:47:12.107070,32.70999908,20.22070313
POD B,1,2024-12-05 09:47:43.297184,32.70999908,20.265625
POD B,1,2024-12-05 09:48:13.954573,32.72000122,20.26660156
POD B,1,2024-12-05 09:48:44.868962,32.72999954,20.30078125
POD B,1,2024-12-05 09:49:15.827872,32.74000168,20.32324219
POD B,1,2024-12-05 09:49:46.808907,32.72999954,20.33496094
POD B,1,2024-12-05 09:50:17.708366,32.72999954,20.35742188
POD B,1,2024-12-05 09:50:48.611354,32.72000122,20.39160156
POD B,1,2024-12-05 09:51:19.542467,32.72000122,20.43652344
POD B,1,2024-12-05 09:51:50.532840,32.72000122,20.48144531
POD B,1,2024-12-05 09:52:21.520337,32.72999954,20.48242188
POD B,1,2024-12-05 09:52:52.370696,32.74000168,20.50585938
POD B,1,2024-12-05 09:53:23.288578,32.75,20.50585938
POD B,1,2024-12-05 09:53:54.299518,32.75999832,20.52929688
POD B,1,2024-12-05 09:54:25.287602,32.75,20.55175781
POD B,1,2024-12-05 09:55:27.178869,32.72999954,20.58496094
POD B,1,2024-12-05 09:56:28.906235,32.72999954,20.61914063
POD B,1,2024-12-05 09:57:30.856786,32.77000046,20.64355469
POD B,1,2024-12-05 09:58:32.705960,32.84999847,20.57910156
POD B,1,2024-12-05 09:59:03.683737,32.84999847,20.57910156
POD B,1,2024-12-05 09:59:34.534056,32.86999893,20.59082031
POD B,1,2024-12-05 10:00:05.469551,32.86999893,20.59082031
POD B,1,2024-12-05 10:00:36.393553,32.90000153,20.56933594
POD B,1,2024-12-05 10:01:07.176108,32.90000153,20.56933594
POD B,1,2024-12-05 10:01:38.123698,32.93999863,20.54882813
POD B,1,2024-12-05 10:02:09.595260,32.93999863,20.54882813
POD B,1,2024-12-05 10:02:39.965631,32.99000168,20.48242188
POD B,1,2024-12-05 10:03:11.009686,33.0,20.4609375
POD B,1,2024-12-05 10:03:41.824800,33.00999832,20.43847656
POD B,1,2024-12-05 10:04:12.907584,33.00999832,20.45019531
POD B,1,2024-12-05 11:29:05.137047,32.58000183,20.203125
POD B,1,2024-12-05 11:29:46.072896,32.58000183,20.203125
POD B,1,2024-12-05 11:30:27.112802,32.58000183,20.203125
POD B,1,2024-12-05 11:31:08.262421,32.58000183,20.203125
POD B,1,2024-12-05 11:31:49.211907,32.58000183,20.203125
POD B,1,2024-12-05 11:32:30.297794,32.58000183,20.203125
POD B,1,2024-12-05 11:33:11.353809,32.58000183,20.203125
POD B,1,2024-12-05 11:33:52.381944,32.58000183,20.203125
POD B,1,2024-12-05 11:34:33.543192,32.58000183,20.203125
POD B,1,2024-12-05 11:35:14.522923,32.58000183,20.203125
POD B,1,2024-12-05 11:35:55.489397,32.58000183,20.203125
POD B,1,2024-12-05 11:36:36.541008,32.58000183,20.203125
POD B,1,2024-12-05 11:37:17.581811,32.58000183,20.203125
POD B,1,2024-12-05 11:37:58.638905,32.58000183,20.203125
POD B,1,2024-12-05 11:38:39.731803,32.58000183,20.203125
POD B,1,2024-12-05 11:39:20.763042,32.58000183,20.203125
POD B,1,2024-12-05 11:40:01.859206,32.58000183,20.203125
POD B,1,2024-12-05 11:40:42.897301,32.58000183,20.203125
POD B,1,2024-12-05 11:41:24.007564,32.58000183,20.203125
POD B,1,2024-12-05 11:42:04.937247,32.58000183,20.203125
POD B,1,2024-12-05 11:42:45.990503,32.58000183,20.203125
POD B,1,2024-12-05 11:43:27.007108,32.58000183,20.203125
POD B,1,2024-12-05 11:44:08.124119,32.58000183,20.203125
POD B,1,2024-12-05 11:44:49.392976,32.58000183,20.203125
POD B,1,2024-12-05 11:45:30.285727,32.58000183,20.203125
POD B,1,2024-12-05 11:46:11.192974,32.58000183,20.203125
POD B,1,2024-12-05 11:46:52.241508,32.58000183,20.203125
POD B,1,2024-12-05 11:47:33.278751,32.58000183,20.203125
POD B,1,2024-12-05 11:48:14.586242,32.58000183,20.203125
POD B,1,2024-12-05 11:48:55.468885,32.58000183,20.203125
POD B,1,2024-12-05 11:49:36.550547,32.58000183,20.203125
POD B,1,2024-12-05 11:50:17.528532,32.58000183,20.203125
POD B,1,2024-12-05 11:50:58.529994,32.58000183,20.203125
POD B,1,2024-12-05 11:51:39.684675,32.58000183,20.203125
POD B,1,2024-12-05 11:52:20.636039,32.58000183,20.203125
POD B,1,2024-12-05 11:53:01.881629,32.58000183,20.203125
POD B,1,2024-12-05 11:53:42.735977,32.58000183,20.203125
POD B,1,2024-12-05 11:54:24.109277,32.58000183,20.203125
POD B,1,2024-12-05 11:55:04.831863,32.58000183,20.203125
POD B,1,2024-12-05 11:55:46.209418,32.58000183,20.203125
POD B,1,2024-12-05 11:56:26.986835,32.58000183,20.203125
POD B,1,2024-12-05 11:57:08.317436,32.58000183,20.203125
POD B,1,2024-12-05 11:57:49.114654,32.58000183,20.203125
POD B,1,2024-12-05 11:58:30.094038,32.58000183,20.203125
POD B,1,2024-12-05 11:59:11.036440,32.58000183,20.203125
POD B,1,2024-12-05 11:59:52.120215,32.58000183,20.203125
POD B,1,2024-12-05 12:00:33.207997,32.58000183,20.203125
POD B,1,2024-12-05 12:01:14.306065,32.58000183,20.203125
POD B,1,2024-12-05 12:01:55.464656,32.58000183,20.203125
POD B,1,2024-12-05 12:02:36.622031,32.58000183,20.203125
POD B,1,2024-12-05 12:03:17.399006,32.58000183,20.203125
POD B,1,2024-12-05 12:03:58.413692,32.58000183,20.203125
POD B,1,2024-12-05 12:04:39.518862,32.58000183,20.203125
POD B,1,2024-12-05 12:05:20.495407,32.58000183,20.203125
POD B,1,2024-12-05 12:06:01.512096,32.58000183,20.203125
POD B,1,2024-12-05 12:06:42.605071,32.58000183,20.203125
POD B,1,2024-12-05 12:07:23.759426,32.58000183,20.203125
POD B,1,2024-12-05 12:08:04.730220,32.58000183,20.203125
POD B,1,2024-12-05 12:08:45.695528,32.58000183,20.203125
POD B,1,2024-12-05 12:09:26.743449,32.58000183,20.203125
POD B,1,2024-12-05 12:10:07.816374,32.58000183,20.203125
POD B,1,2024-12-05 12:10:49.122754,32.58000183,20.203125
POD B,1,2024-12-05 12:11:29.938115,32.58000183,20.203125
POD B,1,2024-12-05 12:12:10.910314,32.58000183,20.203125
POD B,1,2024-12-05 12:12:52.463479,32.58000183,20.203125
POD B,1,2024-12-05 12:13:33.085065,32.58000183,20.203125
POD B,1,2024-12-05 12:14:14.046000,32.58000183,20.203125
POD B,1,2024-12-05 12:14:55.088008,32.58000183,20.203125
POD B,1,2024-12-05 12:15:36.152698,32.58000183,20.203125
POD B,1,2024-12-05 12:16:17.199733,32.58000183,20.203125
POD B,1,2024-12-05 12:16:58.304671,32.58000183,20.203125
POD B,1,2024-12-05 12:17:39.281904,32.58000183,20.203125
POD B,1,2024-12-05 12:18:20.346151,32.58000183,20.203125
POD B,1,2024-12-05 12:19:01.487659,32.58000183,20.203125
POD B,1,2024-12-05 12:19:42.510645,32.58000183,20.203125
POD B,1,2024-12-05 12:20:23.487588,32.58000183,20.203125
POD B,1,2024-12-05 12:21:04.536125,32.58000183,20.203125
POD B,1,2024-12-05 12:21:45.635262,32.58000183,20.203125
POD B,1,2024-12-05 12:22:26.592671,32.58000183,20.203125
POD B,1,2024-12-05 12:23:07.644828,32.58000183,20.203125
POD B,1,2024-12-05 12:23:48.707613,32.58000183,20.203125
POD B,1,2024-12-05 12:24:29.806500,32.58000183,20.203125
POD B,1,2024-12-05 12:25:10.790068,32.58000183,20.203125
POD B,1,2024-12-05 12:26:32.846633,32.58000183,20.203125
POD B,1,2024-12-05 12:27:13.898806,32.58000183,20.203125
POD B,1,2024-12-05 12:28:36.136846,32.58000183,20.203125
POD B,1,2024-12-05 12:29:17.150390,32.58000183,20.203125
POD B,1,2024-12-05 12:29:58.089483,32.58000183,20.203125
POD B,1,2024-12-05 12:30:39.258973,32.58000183,20.203125
POD B,1,2024-12-05 12:31:20.208211,32.58000183,20.203125
POD B,1,2024-12-05 12:32:01.219347,32.58000183,20.203125
POD B,1,2024-12-05 12:32:42.591201,32.58000183,20.203125
POD B,1,2024-12-05 12:33:23.306531,32.58000183,20.203125
POD B,1,2024-12-05 12:34:04.365723,32.58000183,20.203125
POD B,1,2024-12-05 12:34:45.415633,32.58000183,20.203125
POD B,1,2024-12-05 12:35:26.814958,32.58000183,20.203125
POD B,1,2024-12-05 12:36:07.587259,32.58000183,20.203125
POD B,1,2024-12-05 12:36:48.584686,32.58000183,20.203125
POD B,1,2024-12-05 12:37:29.762112,32.58000183,20.203125
POD B,1,2024-12-05 12:38:10.646401,32.58000183,20.203125
POD B,1,2024-12-05 12:38:51.816764,32.58000183,20.203125
POD B,1,2024-12-05 12:40:13.765060,32.58000183,20.203125
POD B,1,2024-12-05 12:40:54.890805,32.58000183,20.203125
POD B,1,2024-12-05 12:41:35.927306,32.58000183,20.203125
POD B,1,2024-12-05 12:42:17.013581,32.58000183,20.203125
POD B,1,2024-12-05 12:42:57.983817,32.58000183,20.203125
POD B,1,2024-12-05 12:43:39.137773,32.58000183,20.203125
POD B,1,2024-12-05 12:44:20.108519,32.58000183,20.203125
POD B,1,2024-12-05 12:45:01.442636,32.58000183,20.203125
POD B,1,2024-12-05 12:45:42.609199,32.58000183,20.203125
POD B,1,2024-12-05 12:46:23.709522,32.58000183,20.203125
POD B,1,2024-12-05 12:47:04.333725,32.58000183,20.203125
POD B,1,2024-12-05 12:47:45.338029,32.58000183,20.203125
POD B,1,2024-12-05 12:48:26.454895,32.58000183,20.203125
POD B,1,2024-12-05 12:49:07.440767,32.58000183,20.203125
POD B,1,2024-12-05 12:49:48.457585,32.58000183,20.203125
POD B,1,2024-12-05 12:50:29.571295,32.58000183,20.203125
POD B,1,2024-12-05 12:51:10.483816,32.58000183,20.203125
POD B,1,2024-12-05 12:51:51.542844,32.58000183,20.203125
POD B,1,2024-12-05 12:52:32.582528,32.58000183,20.203125
POD B,1,2024-12-05 12:53:13.820377,32.58000183,20.203125
POD B,1,2024-12-05 12:53:54.761140,32.58000183,20.203125
POD B,1,2024-12-05 12:54:35.856534,32.58000183,20.203125
POD B,1,2024-12-05 12:55:16.899247,32.58000183,20.203125
POD B,1,2024-12-05 12:55:57.867581,32.58000183,20.203125
POD B,1,2024-12-05 12:56:38.861718,32.58000183,20.203125
POD B,1,2024-12-05 12:57:19.983006,32.58000183,20.203125
POD B,1,2024-12-05 12:58:00.946479,32.58000183,20.203125
POD B,1,2024-12-05 12:58:41.979404,32.58000183,20.203125
POD B,1,2024-12-05 12:59:23.077149,32.58000183,20.203125
POD B,1,2024-12-05 13:00:45.160185,32.58000183,20.203125
POD B,1,2024-12-05 13:01:26.185717,32.58000183,20.203125
POD B,1,2024-12-05 13:02:07.306755,32.58000183,20.203125
POD B,1,2024-12-05 13:02:48.463929,32.58000183,20.203125
POD B,1,2024-12-05 13:03:29.286098,32.58000183,20.203125
POD B,1,2024-12-05 13:04:11.211424,32.58000183,20.203125
POD B,1,2024-12-05 13:04:51.410034,32.58000183,20.203125
POD B,1,2024-12-05 13:05:32.538053,32.58000183,20.203125
POD B,1,2024-12-05 13:06:13.498017,32.58000183,20.203125
POD B,1,2024-12-05 13:06:54.655695,32.58000183,20.203125
POD B,1,2024-12-05 13:07:36.119986,32.58000183,20.203125
POD B,1,2024-12-05 13:08:16.596120,32.58000183,20.203125
POD B,1,2024-12-05 13:08:57.634444,32.58000183,20.203125
POD B,1,2024-12-05 13:09:38.664526,32.58000183,20.203125
POD B,1,2024-12-05 13:10:19.711968,32.58000183,20.203125
POD B,1,2024-12-05 13:11:00.779707,32.58000183,20.203125
POD B,1,2024-12-05 13:11:41.779958,32.58000183,20.203125
POD B,1,2024-12-05 13:12:23.004704,32.58000183,20.203125
POD B,1,2024-12-05 13:13:03.869534,32.58000183,20.203125
POD B,1,2024-12-05 13:13:45.011403,32.58000183,20.203125
POD B,1,2024-12-05 13:14:26.028066,32.58000183,20.203125
POD B,1,2024-12-05 13:15:06.984757,32.58000183,20.203125
POD B,1,2024-12-05 13:15:48.080372,32.58000183,20.203125
POD B,1,2024-12-05 13:16:29.126693,32.58000183,20.203125
POD B,1,2024-12-05 13:17:10.252030,32.58000183,20.203125
POD B,1,2024-12-05 13:17:51.329851,32.58000183,20.203125
POD B,1,2024-12-05 13:18:32.900076,32.58000183,20.203125
POD B,1,2024-12-05 13:19:13.497446,32.58000183,20.203125
POD B,1,2024-12-05 13:19:54.362702,32.58000183,20.203125
POD B,1,2024-12-05 13:20:35.384301,32.58000183,20.203125
POD B,1,2024-12-05 13:21:16.411335,32.58000183,20.203125
POD B,1,2024-12-05 13:21:57.491809,32.58000183,20.203125
POD B,1,2024-12-05 13:22:38.646768,32.58000183,20.203125
POD B,1,2024-12-05 13:23:19.499141,32.58000183,20.203125
POD B,1,2024-12-05 13:24:00.645213,32.58000183,20.203125
POD B,1,2024-12-05 13:24:42.485363,32.58000183,20.203125
POD B,1,2024-12-05 13:25:23.327633,32.58000183,20.203125
POD B,1,2024-12-05 13:26:03.953618,32.58000183,20.203125
POD B,1,2024-12-05 13:26:44.822107,32.58000183,20.203125
POD B,1,2024-12-05 13:27:26.118894,32.58000183,20.203125
POD B,1,2024-12-05 13:28:06.941876,32.58000183,20.203125
POD B,1,2024-12-05 13:28:47.903878,32.58000183,20.203125
POD B,1,2024-12-05 13:29:29.047666,32.58000183,20.203125
POD B,1,2024-12-05 13:30:10.103732,32.58000183,20.203125
POD B,1,2024-12-05 13:30:51.198097,32.58000183,20.203125
POD B,1,2024-12-05 13:31:32.139891,32.58000183,20.203125
POD B,1,2024-12-05 13:32:13.175712,32.58000183,20.203125
POD B,1,2024-12-05 13:32:54.266588,32.58000183,20.203125
POD B,1,2024-12-05 13:35:38.309226,32.58000183,20.203125
POD B,1,2024-12-05 13:37:41.406514,32.58000183,20.203125
POD B,1,2024-12-05 13:38:22.633405,32.58000183,20.203125
POD B,1,2024-12-05 13:39:03.553208,32.58000183,20.203125
POD B,1,2024-12-05 13:39:44.669281,32.58000183,20.203125
POD B,1,2024-12-05 13:40:25.628853,32.58000183,20.203125
POD B,1,2024-12-05 13:41:07.147595,32.58000183,20.203125
POD B,1,2024-12-05 13:41:47.734641,32.58000183,20.203125
POD B,1,2024-12-05 13:42:28.767606,32.58000183,20.203125
POD B,1,2024-12-05 13:43:09.865843,32.58000183,20.203125
POD B,1,2024-12-05 13:43:50.903841,32.58000183,20.203125
POD B,1,2024-12-05 13:46:35.070870,32.58000183,20.203125
POD B,1,2024-12-05 13:47:57.179453,32.58000183,20.203125
POD B,1,2024-12-05 14:58:19.266607,32.24000168,21.87988281
POD B,1,2024-12-05 14:58:50.220414,32.24000168,21.87988281
POD B,1,2024-12-05 14:59:21.144018,32.24000168,21.87988281
POD B,1,2024-12-05 14:59:52.069123,32.24000168,21.87988281
POD B,1,2024-12-05 15:00:22.899368,32.24000168,21.87988281
POD B,1,2024-12-05 15:00:53.886910,32.24000168,21.87988281
POD B,1,2024-12-05 15:01:25.008441,32.24000168,21.87988281
POD B,1,2024-12-05 15:01:55.744794,32.24000168,21.87988281
POD B,1,2024-12-05 15:02:26.660423,32.24000168,21.87988281
POD B,1,2024-12-05 15:02:57.628101,32.24000168,21.87988281
POD B,1,2024-12-05 15:03:28.573980,32.24000168,21.87988281
POD B,1,2024-12-05 15:03:59.453206,32.24000168,21.87988281
POD B,1,2024-12-05 15:04:30.355550,32.24000168,21.87988281
POD B,1,2024-12-05 15:05:01.474200,32.24000168,21.87988281
POD B,1,2024-12-05 15:05:32.324559,32.24000168,21.87988281
POD B,1,2024-12-05 15:06:03.322845,32.24000168,21.87988281
POD B,1,2024-12-05 15:06:34.097928,32.24000168,21.87988281
POD B,1,2024-12-05 15:07:05.067696,32.24000168,21.87988281
POD B,1,2024-12-05 15:07:36.318310,32.24000168,21.87988281
POD B,1,2024-12-05 15:08:07.039180,32.24000168,21.87988281
POD B,1,2024-12-05 15:08:37.847947,32.24000168,21.87988281
POD B,1,2024-12-05 15:09:08.868973,32.24000168,21.87988281
POD B,1,2024-12-05 15:09:39.815148,32.24000168,21.87988281
POD B,1,2024-12-05 15:10:10.739946,32.24000168,21.87988281
POD B,1,2024-12-05 15:10:41.662951,32.24000168,21.87988281
POD B,1,2024-12-05 15:11:12.767422,32.24000168,21.87988281
POD B,1,2024-12-05 15:11:43.468175,32.24000168,21.87988281
POD B,1,2024-12-05 15:12:45.332925,32.24000168,21.87988281
POD B,1,2024-12-05 15:13:16.281703,32.24000168,21.87988281
POD B,1,2024-12-05 15:13:47.138834,32.24000168,21.87988281
POD B,1,2024-12-05 15:14:18.105931,32.24000168,21.87988281
POD B,1,2024-12-05 15:14:49.054293,31.31999969,20.52148438
POD B,1,2024-12-05 15:15:19.981389,31.29000092,20.54296875
POD B,1,2024-12-05 15:15:50.875280,31.28000069,20.49609375
POD B,1,2024-12-05 15:16:21.818146,31.23999977,20.55175781
POD B,1,2024-12-05 15:16:52.754768,31.22999954,20.57324219
POD B,1,2024-12-05 15:17:23.855765,31.20999908,20.56152344
POD B,1,2024-12-05 15:17:54.792418,31.20999908,20.57324219
POD B,1,2024-12-05 15:18:25.591718,31.20000076,20.56152344
POD B,1,2024-12-05 15:18:56.654465,31.20000076,20.56054688
POD B,1,2024-12-05 15:19:27.576996,31.18000031,20.56054688
POD B,1,2024-12-05 15:19:58.503725,31.18000031,20.54882813
POD B,1,2024-12-05 15:20:29.415403,31.17000008,20.57128906
POD B,1,2024-12-05 15:21:00.342230,31.12000084,20.5234375
POD B,1,2024-12-05 15:21:31.320088,31.10000038,20.63574219
POD B,1,2024-12-05 15:22:02.219327,31.07999992,20.578125
POD B,1,2024-12-05 15:22:33.333037,31.07999992,20.61230469
POD B,1,2024-12-05 15:23:04.251573,31.09000015,20.61230469
POD B,1,2024-12-05 15:23:35.037276,31.10000038,20.625
POD B,1,2024-12-05 15:24:05.996953,31.14999962,20.61523438
POD B,1,2024-12-05 15:24:37.011583,31.20000076,20.54980469
POD B,1,2024-12-05 15:25:07.945982,31.21999931,20.48339844
POD B,1,2024-12-05 15:25:38.891222,31.23999977,20.41503906
POD B,1,2024-12-05 15:26:09.847190,31.23999977,20.41503906
POD B,1,2024-12-05 15:26:40.743006,31.23999977,20.41503906
POD B,1,2024-12-05 15:27:11.827724,31.23999977,20.41503906
POD B,1,2024-12-05 15:27:42.594119,31.23999977,20.41503906
POD B,1,2024-12-05 15:28:13.675201,31.23999977,20.41503906
POD B,1,2024-12-05 15:28:44.583569,31.23999977,20.41503906
POD B,1,2024-12-05 15:29:15.547836,31.23999977,20.41503906
POD B,1,2024-12-05 15:29:46.474048,31.23999977,20.41503906
POD B,1,2024-12-05 15:30:17.243794,31.23999977,20.41503906
POD B,1,2024-12-05 15:30:48.312620,31.23999977,20.41503906
POD B,1,2024-12-05 15:31:19.183565,31.23999977,20.41503906
POD B,1,2024-12-05 15:31:50.052486,31.23999977,20.41503906
POD B,1,2024-12-05 15:32:21.088332,31.23999977,20.41503906
POD B,1,2024-12-05 15:32:52.015061,31.23999977,20.41503906
POD B,1,2024-12-05 15:33:22.890956,31.23999977,20.41503906
POD B,1,2024-12-05 15:33:53.858773,31.23999977,20.41503906
POD B,1,2024-12-05 15:34:24.781162,31.23999977,20.41503906
POD B,1,2024-12-05 15:34:55.709115,31.23999977,20.41503906
POD B,1,2024-12-05 15:35:26.615228,31.23999977,20.41503906
POD B,1,2024-12-05 15:35:57.553818,31.23999977,20.41503906
POD B,1,2024-12-05 15:36:28.474035,31.23999977,20.41503906
POD B,1,2024-12-05 15:36:59.585935,31.23999977,20.41503906
POD B,1,2024-12-05 15:37:30.535800,31.23999977,20.41503906
POD B,1,2024-12-05 15:38:01.260503,31.23999977,20.41503906
POD B,1,2024-12-05 15:38:32.357171,31.23999977,20.41503906
POD B,1,2024-12-05 15:39:03.097960,31.23999977,20.41503906
POD B,1,2024-12-05 15:39:34.008836,31.23999977,20.41503906
POD B,1,2024-12-05 15:40:05.000889,31.23999977,20.41503906
POD B,1,2024-12-05 15:40:35.898897,31.23999977,20.41503906
POD B,1,2024-12-05 15:41:06.985410,31.23999977,20.41503906
POD B,1,2024-12-05 15:41:37.930955,31.23999977,20.41503906
POD B,1,2024-12-05 15:42:08.839997,31.23999977,20.41503906
POD B,1,2024-12-05 15:42:39.771248,31.23999977,20.41503906
POD B,1,2024-12-05 15:43:10.710275,31.23999977,20.41503906
POD B,1,2024-12-05 15:43:41.624974,31.23999977,20.41503906
POD B,1,2024-12-05 15:44:12.397944,31.23999977,20.41503906
POD B,1,2024-12-05 15:44:43.381894,31.23999977,20.41503906
POD B,1,2024-12-05 15:45:14.397273,31.23999977,20.41503906
POD B,1,2024-12-05 15:45:45.328162,31.23999977,20.41503906
POD B,1,2024-12-05 15:46:16.270709,31.23999977,20.41503906
POD B,1,2024-12-05 15:46:47.196709,31.23999977,20.41503906
POD B,1,2024-12-05 15:47:18.040215,31.23999977,20.41503906
POD B,1,2024-12-05 15:47:49.048423,31.23999977,20.41503906
POD B,1,2024-12-05 15:48:19.905366,31.23999977,20.41503906
POD B,1,2024-12-05 15:48:50.910342,31.23999977,20.41503906
POD B,1,2024-12-05 15:49:21.839771,31.23999977,20.41503906
POD B,1,2024-12-05 15:49:52.800773,31.23999977,20.41503906
POD B,1,2024-12-05 15:50:23.674175,31.23999977,20.41503906
POD B,1,2024-12-05 15:50:54.625216,31.23999977,20.41503906
POD B,1,2024-12-05 15:51:25.734533,31.23999977,20.41503906
POD B,1,2024-12-05 15:51:56.494938,31.23999977,20.41503906
POD B,1,2024-12-05 15:52:27.427545,31.23999977,20.41503906
POD B,1,2024-12-05 15:52:58.398030,31.23999977,20.41503906
POD B,1,2024-12-05 15:53:29.276724,31.23999977,20.41503906
POD B,1,2024-12-05 15:54:00.308779,31.23999977,20.41503906
POD B,1,2024-12-05 15:54:31.187656,31.23999977,20.41503906
POD B,1,2024-12-05 15:55:02.111821,31.23999977,20.41503906
POD B,1,2024-12-05 15:55:33.024026,31.23999977,20.41503906
POD B,1,2024-12-05 15:56:03.961507,31.23999977,20.41503906
POD B,1,2024-12-05 15:56:34.896019,31.23999977,20.41503906
POD B,1,2024-12-05 15:57:05.951784,31.23999977,20.41503906
POD B,1,2024-12-05 15:57:36.883798,31.23999977,20.41503906
POD B,1,2024-12-05 15:58:07.809107,31.23999977,20.41503906
POD B,1,2024-12-05 15:58:38.628480,31.23999977,20.41503906
POD B,1,2024-12-05 15:59:09.667924,31.23999977,20.41503906
POD B,1,2024-12-05 15:59:40.588263,31.23999977,20.41503906
POD B,1,2024-12-05 16:00:11.448375,31.23999977,20.41503906
POD B,1,2024-12-05 16:00:42.463768,31.23999977,20.41503906
POD B,1,2024-12-05 16:01:13.352210,31.23999977,20.41503906
POD B,1,2024-12-05 16:01:44.311392,31.23999977,20.41503906
POD B,1,2024-12-05 16:02:15.259310,31.23999977,20.41503906
POD B,1,2024-12-05 16:02:46.349524,31.23999977,20.41503906
POD B,1,2024-12-05 16:03:17.090305,31.23999977,20.41503906
POD B,1,2024-12-05 16:03:48.014213,31.23999977,20.41503906
POD B,1,2024-12-05 16:04:19.118874,31.23999977,20.41503906
POD B,1,2024-12-05 16:05:20.960942,31.23999977,20.41503906
POD B,1,2024-12-05 16:05:51.921278,31.23999977,20.41503906
POD B,1,2024-12-05 16:06:22.823529,31.23999977,20.41503906
POD B,1,2024-12-05 16:06:53.766027,31.23999977,20.41503906
POD B,1,2024-12-05 16:07:24.636953,31.23999977,20.41503906
POD B,1,2024-12-05 16:07:55.440344,31.23999977,20.41503906
POD B,1,2024-12-05 16:08:26.500278,31.23999977,20.41503906
POD B,1,2024-12-05 16:08:57.475688,31.23999977,20.41503906
POD B,1,2024-12-05 16:09:28.283980,31.23999977,20.41503906
POD B,1,2024-12-05 16:09:59.324732,31.23999977,20.41503906
POD B,1,2024-12-05 16:10:30.140823,31.23999977,20.41503906
POD B,1,2024-12-05 16:11:32.108264,31.23999977,20.41503906
POD B,1,2024-12-05 16:12:02.999741,31.23999977,20.41503906
POD B,1,2024-12-05 16:12:33.946935,31.23999977,20.41503906
POD B,1,2024-12-05 16:13:04.863808,31.23999977,20.41503906
POD B,1,2024-12-05 16:13:35.790969,31.23999977,20.41503906
POD B,1,2024-12-05 16:14:06.672774,31.23999977,20.41503906
POD B,1,2024-12-05 16:15:08.757060,31.23999977,20.41503906
POD B,1,2024-12-05 16:15:39.501385,31.23999977,20.41503906
POD B,1,2024-12-05 16:16:10.429721,31.23999977,20.41503906
POD B,1,2024-12-05 16:16:41.372127,31.23999977,20.41503906
POD B,1,2024-12-05 16:17:12.452662,31.23999977,20.41503906
POD B,1,2024-12-05 16:17:43.193759,31.23999977,20.41503906
POD B,1,2024-12-05 16:18:14.137408,31.23999977,20.41503906
POD B,1,2024-12-05 16:18:45.055698,31.23999977,20.41503906
POD B,1,2024-12-05 16:19:15.977009,31.23999977,20.41503906
POD B,1,2024-12-05 16:19:47.083842,31.23999977,20.41503906
POD B,1,2024-12-05 16:20:17.835097,31.23999977,20.41503906
POD B,1,2024-12-05 16:20:48.768101,31.23999977,20.41503906
POD B,1,2024-12-05 16:21:19.679499,31.23999977,20.41503906
POD B,1,2024-12-05 16:21:50.675419,31.23999977,20.41503906
POD B,1,2024-12-05 16:22:21.539228,31.23999977,20.41503906
POD B,1,2024-12-05 16:22:52.667436,31.23999977,20.41503906
POD B,1,2024-12-05 16:23:23.442150,31.23999977,20.41503906
POD B,1,2024-12-05 16:23:54.497962,31.23999977,20.41503906
POD B,1,2024-12-05 16:24:25.410333,31.23999977,20.41503906
POD B,1,2024-12-05 16:25:27.288077,31.23999977,20.41503906
POD B,1,2024-12-05 16:25:58.216783,31.23999977,20.41503906
POD B,1,2024-12-05 16:26:29.123696,31.23999977,20.41503906
POD B,1,2024-12-05 16:26:59.980897,31.23999977,20.41503906
POD B,1,2024-12-05 16:27:30.991975,31.23999977,20.41503906
POD B,1,2024-12-05 16:28:01.907959,31.23999977,20.41503906
POD B,1,2024-12-05 16:28:32.753430,31.23999977,20.41503906
POD B,1,2024-12-05 16:29:03.770780,31.23999977,20.41503906
POD B,1,2024-12-05 16:29:34.664229,31.23999977,20.41503906
POD B,1,2024-12-05 16:30:05.602736,31.23999977,20.41503906
POD B,1,2024-12-05 16:30:36.717141,31.23999977,20.41503906
POD B,1,2024-12-05 16:31:07.645371,31.23999977,20.41503906
POD B,1,2024-12-05 16:31:38.378124,31.23999977,20.41503906
POD B,1,2024-12-05 16:32:09.317234,31.23999977,20.41503906
POD B,1,2024-12-05 16:32:40.661592,31.23999977,20.41503906
